Prabal Docket ID,Source Docket ID,LC ID,Customer,Bandwidth,WAN IP,Circle,A-SSA,A-Exchange,A-Address,B-SSA,B-Exchange,B-Address,OpenTime,CloseTime,DownTime,Team,Priority,Status,RFP,RFO,Service Type,Booked in,Resolution_Days
MWUE250510147,MPLS2025052604531,1000127222.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.26,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaKhagipur Sandwa229125RAIBAREILLY,,,,2025-05-26 18:05:39,2025-05-27 13:28:53,0days 19h:23m,RBL LLM PHONES,C,RFO PENDING,Customer Modem/Router fault,,MPLS VPN LC,WC,0.8078009259259259
MWUE250510148,MPLS2025052604532,1000127200.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.73.34,UE,RBL,RBLBGJ,Baroda Uttar pradesh GraminBank C o Bank of BarodaBabuganj229404RAIBAREILLY,,,,2025-05-26 18:05:39,2025-05-27 13:28:53,0days 19h:23m,RBL SSA LLM SALON,C,RFO PENDING,OFC system fault - WIP,,MPLS VPN LC,WC,0.8078009259259259
MWUE250510149,MPLS2025052604533,1000127223.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.150,UE,RBL,RBLPSD,Baroda Uttar pradesh GraminBank C o Bank of BarodaParsedepur229129RAIBAREILLY,,,,2025-05-26 18:05:39,2025-05-27 13:28:53,0days 19h:23m,RBL SSA LLM SALON,C,RFO PENDING,OFC cable fault - WIP,,MPLS VPN LC,WC,0.8078009259259259
MWUE250510145,MPLS2025052604529,1000265586.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.77.126,UE,RBL,RBLRBL,Baroda Uttarpradesh Gramin Bank C o Bank of Baroda Paho 229209RAIBAREILLY,,,,2025-05-26 18:05:38,2025-05-27 13:28:53,0days 19h:23m,RBL LLM PHONES,C,RFO PENDING,Copper too much lossy,,MPLS VPN LC,WC,0.8078125
MWUE250510146,MPLS2025052604530,1000127361.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.74.210,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaGarhi Muttawalli POMunshiganj   229405RAIBAREILLY,,,,2025-05-26 18:05:38,2025-05-27 13:28:53,0days 19h:23m,RBL LLM PHONES,C,RFO PENDING,Local lead fault issue - WIP,,MPLS VPN LC,WC,0.8078125
MWUE250510114,MPLS2025052604367,1000127493.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.206,UE,RBL,RBLRHW,Baroda Uttar pradesh GraminBank C o Bank of BarodaRahawan229303RAIBAREILLY,,,,2025-05-26 18:04:50,2025-05-27 13:28:53,0days 19h:24m,RBL LLM GE,C,RFO PENDING,Customer office shifting pending - WIP,,MPLS VPN LC,WC,0.8083680555555556
MWUE250510105,MPLS2025052604283,1000127492.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.246,UE,RBL,RBLMGV,Baroda Uttar pradesh GraminBank C o Bank of Barodamaugarvi229306RAIBAREILLY,,,,2025-05-26 18:04:25,2025-05-27 13:28:52,0days 19h:24m,RBL LLM GE,C,RFO PENDING,Fault restored - System updation pending,,MPLS VPN LC,WC,0.8086458333333333
MWUE250510092,MPLS2025052604227,1000025753.0,VIJAYA BANKNOW BOB,2 Mbps,10.201.12.158,UE,RBL,RBLGDJ,VIJAYA BANK 7116 (DATA-11416) RAEBARELI BRANCH 1ST FLOOR.SUPER..MARKET..FIROZ..GANDHI..RAEBARELI,,,,2025-05-26 18:04:04,2025-05-27 13:28:52,0days 19h:24m,RBL LLM LALGANJ,C,RFO PENDING,Fault restored - System updation pending,,MPLS VPN LC,WC,0.8088888888888889
MWUE250510080,MPLS2025052604165,1000127501.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.242,UE,RBL,RBLSGH,Baroda Uttar pradesh GraminBank C o Bank of BarodaShivgarh229308RAIBAREILLY,,,,2025-05-26 18:03:44,2025-05-27 13:28:52,0days 19h:25m,RBL LLM GE,C,RFO PENDING,Fault restored - System updation pending,,MPLS VPN LC,WC,0.8091203703703703
MWUE250510070,MPLS2025052604153,1000127451.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.98,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaSahjaura229122RAIBAREILLY,,,,2025-05-26 18:03:40,2025-05-27 13:28:52,0days 19h:25m,RBL LLM GE,C,RFO PENDING,Fault restored - System updation pending,,MPLS VPN LC,WC,0.8091666666666667
MWUE250510061,MPLS2025052604116,1000127390.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.210,UE,RBL,RBLMGJ,Baroda Uttar pradesh GraminBank C o Bank of BarodaMajourganj229128RAIBAREILLY,,,,2025-05-26 17:59:48,2025-05-27 13:28:52,0days 19h:29m,RBL SSA LLM SALON,C,RFO PENDING,Local lead fault issue - WIP,,MPLS VPN LC,WC,0.8118518518518518
MWUE250510023,MPLS2025052603982,1000127354.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,192.168.99.186,UE,RBL,RBLRBL,Bank of Baroda Makhija MarketStation RoadRaebareli1RAIBAREILLY,,,,2025-05-26 17:59:12,2025-05-27 13:28:52,0days 19h:29m,RBL LLM PHONES,C,RFO PENDING,Fault restored - System updation pending,,MPLS VPN LC,WC,0.8122685185185186
MWUE250510013,MPLS2025052603810,1000127383.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.75.46,UE,RBL,RBLHDI,Baroda Uttar pradesh GraminBank C o Bank of BarodaHardoi229123RAIBAREILLY,,,,2025-05-26 17:58:20,2025-05-27 13:28:52,0days 19h:30m,RBL LLM GE,C,RFO PENDING,Copper too much lossy,,MPLS VPN LC,WC,0.8128703703703704
MWUE250510002,MPLS2025052603753,1000127450.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.114,UE,RBL,RBLNST,Baroda Uttar pradesh GraminBank C o Bank of BarodaNihastha229208RAIBAREILLY,,,,2025-05-26 17:58:04,2025-05-27 13:28:52,0days 19h:30m,RBL LLM LALGANJ,C,RFO PENDING,Copper too much lossy,,MPLS VPN LC,WC,0.8130555555555555
MWUE250509920,MPLS2025052602632,1000100969.0,UNION BANK OF INDIA.,2 Mbps,10.90.60.202,UE,RBL,RBLBCH,Raibarely road Patel NagarColoney Bachhrawan DistrictRaibarely1RAIBAREILLY,,,,2025-05-26 14:55:24,2025-05-27 13:28:52,0days 22h:33m,RBL LLM GE,C,RFO PENDING,Local lead fault issue - WIP,,MPLS VPN LC,WC,0.9399074074074074
MAUE250509906,INC000022651552,1000611761.0,BANK OF INDIABOI,2 Mbps,10.22.127.194,UE,RBL,RBLBCN,BOI BACHHRAWAN BRNR PATEL NAGAR COLONY GATENH 24 PRAYAGRAJ RD BACHHRAWANBACHHRAWANRAEBARELI,,,,2025-05-26 14:45:36,2025-05-28 19:39:22,2days 04h:53m,RBL LLM GE,C,RFO PENDING,Fault restored - System updation pending,,MPLS VPN LC,BOI-API,2.2040046296296296
MWUE250509856,MPLS2025052602404,1000100916.0,UNION BANK OF INDIA.,2 Mbps,10.90.60.206,UE,RBL,RBLLGJ,Near Behta chauraha LalganjDistRaibarely1RAIBAREILLY,,,,2025-05-26 14:25:36,2025-05-27 13:28:52,0days 23h:03m,RBL LLM LALGANJ,C,RFO PENDING,Fault restored - System updation pending,,MPLS VPN LC,WC,0.9606018518518519
MAUE250509842,598513,1000168824.0,UCOBANK,2 Mbps,10.241.34.102,UE,RBL,RBLKRB,Karhiya Bazar C/o Raja C S Singh Plot no 72 KarhiyaKothi Block Salon District AmethiRAEBARELI,,,,2025-05-26 14:07:37,2025-05-28 10:45:01,1days 20h:37m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,,MPLS VPN LC,UCO-API,1.8593055555555555
MWUE250509804,MPLS2025052602142,1000004843.0,INDIAN BANK.,2 Mbps,10.166.30.46,UE,RBL,RBLUCH,KISHANDASPUR POST UNCHAAHAR BLOCK RAEBARILLY Dist.RAIBAREILLY,,,,2025-05-26 13:55:32,2025-05-27 13:28:52,0days 23h:33m,RBL SSA LLM SALON,C,RFO PENDING,Local lead fault issue - WIP,,MPLS VPN LC,WC,0.9814814814814815
MWUE250509802,MPLS2025052602138,1000004842.0,INDIAN BANK.,2 Mbps,10.166.30.38,UE,RBL,RBLBCH,A/21 Near Patel Nagar Lucknow Allahabad Road Bacharwan RaeBareli DistRAIBAREILLY,,,,2025-05-26 13:55:30,2025-05-27 13:28:52,0days 23h:33m,RBL LLM GE,C,RFO PENDING,Local lead fault issue - WIP,,MPLS VPN LC,WC,0.9815046296296296
MAUE250509785,598602,1000508144.0,UCO BANKCBS PROJECT IT,2 Mbps,10.241.34.110,UE,RBL,RBLJAS,BAHADURPUR BRANCHSOL ID 3041OPPOSITE RAJIV GANDHI INST.OF PETROLEUMJAYAS AMETHIRAEBARELI,,,,2025-05-26 13:52:41,2025-05-27 15:46:01,1days 01h:53m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,UCO-API,1.0787037037037037
MSUE250509693,INC000047065728,1000323133.0,STATE BANK OF INDIA,4 Mbps,10.126.48.50,UE,RBL,RBLBGJ,"STATE BANK OF INDIABABUGANJ BRANCH ( 16705 )VILL & PO -BABUGANJ,RAE BARELI - 229401RAIBAREILLY",,,,2025-05-26 11:17:28,2025-05-26 16:36:25,0days 05h:18m,RBL SSA LLM SALON,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.22149305555555557
MAUE250509618,597197,1000173197.0,UCOBANK,2 Mbps,10.241.34.22,UE,RBL,RBLBGJ,Babugang Branch S.N.Siksha Niketan Babuganj.RAEBARELI,,,,2025-05-26 10:36:24,2025-05-27 10:13:02,0days 23h:36m,RBL SSA LLM SALON,C,RFO PENDING,Fault restored - System updation pending,,MPLS VPN LC,UCO-API,0.9837731481481482
MSUE250509624,INC000047063424,1000065455.0,STATE BANK OF INDIA.,2 Mbps,10.126.47.14,UE,RBL,RBLBCH,State Bank of IndiaBachhrawan Branch (11221) PO Bachhrawan(522#/01947/16/535#)RAIBAREILLY,,,,2025-05-26 10:01:37,2025-05-27 12:04:27,1days 02h:02m,SUL BA ADMIN TEAM,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,1.0853009259259259
MWUE250509563,MPLS2025052600139,1000509546.0,DEPARTMENT OF POSTSDOP,2 Mbps,10.16.125.86,UE,RBL,RBLMHJ,POST OFFICEAHARWABHAWANI S.O--229135 RAEBARELIRAEBARELI,,,,2025-05-26 09:53:43,2025-05-27 13:28:52,1days 03h:35m,RBL LLM GE,C,RFO PENDING,Copper too much lossy,,MPLS VPN LC,WC,1.1494097222222222
MWUE250509562,MPLS2025052600135,1000199662.0,DIRECTOR PMU DEPARTMENT OFPOST,2 Mbps,10.16.114.130,UE,RBL,RBLSLN,(UPDS_EAST-0278 & CLASS C &WEG24258)SALON S O--229127SALONRAEBARELIRAEBARELI,,,,2025-05-26 09:53:42,2025-05-27 13:28:52,1days 03h:35m,RBL SSA LLM SALON,C,RFO PENDING,Customer Modem/Router fault,,MPLS VPN LC,WC,1.1494212962962962
MWUE250509542,MPLS2025052304091,1000211386.0,NATIONAL THERMAL POWERCORPORATION,68 Mbps,172.27.96.174,UE,RBL,RBLUCH,NTPC UNCHAHAR PO UNCHAHAR RAIBAREILLY229406.RAEBARELI,,,,2025-05-24 00:24:45,2025-05-24 00:54:47,0days 00h:30m,RBL SSA LLM SALON,B,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.020856481481481483
MWUE250509515,MPLS2025052303679,1000248305.0,CANARA BANK.,2 Mbps,10.20.163.2,UE,RBL,RBLAHR,CANARA BANK DP CODE 5758 (D-32531)VILL  AND PO BEHTA KALAN  TEHSIL LALGANJ RAE BARELI_RAEBARELI,,,,2025-05-23 17:29:21,2025-05-23 18:26:29,0days 00h:57m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.03967592592592593
MWUE250509493,MPLS2025052303487,1000127492.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.246,UE,RBL,RBLMGV,Baroda Uttar pradesh GraminBank C o Bank of Barodamaugarvi229306RAIBAREILLY,,,,2025-05-23 17:28:04,2025-05-23 18:26:29,0days 00h:58m,RBL LLM GE,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.04056712962962963
MWUE250509483,MPLS2025052303476,1000025753.0,VIJAYA BANKNOW BOB,2 Mbps,10.201.12.158,UE,RBL,RBLGDJ,VIJAYA BANK 7116 (DATA-11416) RAEBARELI BRANCH 1ST FLOOR.SUPER..MARKET..FIROZ..GANDHI..RAEBARELI,,,,2025-05-23 17:27:59,2025-05-23 18:55:19,0days 01h:27m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.060648148148148145
MWUE250509451,MPLS2025052303287,1000127451.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.98,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaSahjaura229122RAIBAREILLY,,,,2025-05-23 17:26:45,2025-05-23 18:26:26,0days 00h:59m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.04144675925925926
MWUE250509448,MPLS2025052303284,1000127390.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.210,UE,RBL,RBLMGJ,Baroda Uttar pradesh GraminBank C o Bank of BarodaMajourganj229128RAIBAREILLY,,,,2025-05-23 17:26:43,2025-05-23 18:25:51,0days 00h:59m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.04106481481481482
MWUE250509414,MPLS2025052303204,1000127354.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,192.168.99.186,UE,RBL,RBLRBL,Bank of Baroda Makhija MarketStation RoadRaebareli1RAIBAREILLY,,,,2025-05-23 17:26:10,2025-05-23 18:55:19,0days 01h:29m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.06190972222222222
MWUE250509352,MPLS2025052302659,1000127493.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.206,UE,RBL,RBLRHW,Baroda Uttar pradesh GraminBank C o Bank of BarodaRahawan229303RAIBAREILLY,,,,2025-05-23 15:27:23,2025-05-24 16:23:56,1days 00h:56m,RBL LLM GE,C,RFO PENDING,Customer office shifting pending - WIP,,MPLS VPN LC,WC,1.0392708333333334
MWUE250509329,MPLS2025052302553,1000127306.0,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.94.50,UE,RBL,RBLPSD,Vill Parshadepur Dist1Amethi1RAIBAREILLY,,,,2025-05-23 15:26:49,2025-05-24 16:23:56,1days 00h:57m,RBL SSA LLM SALON,C,RFO PENDING,Electricity supply issue,,MPLS VPN LC,WC,1.0396643518518518
MWUE250509326,MPLS2025052302550,1000127311.0,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.92.6,UE,RBL,RBLDEH,V&P DEEH DISTT RAEBARELI MNSW/oRouter1RAIBAREILLY,,,,2025-05-23 15:26:47,2025-05-23 17:29:44,0days 02h:02m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.08538194444444444
MWUE250509323,MPLS2025052302547,1000127559.0,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.92.210,UE,RBL,RBLRBL,GEGASON CROS POST MALKE GAONVIA PURE PANDEY DISTTRAEBARELI1RAIBAREILLY,,,,2025-05-23 15:26:46,2025-05-23 20:54:53,0days 05h:28m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.2278587962962963
MWUE250509319,MPLS2025052302487,1000127501.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.242,UE,RBL,RBLSGH,Baroda Uttar pradesh GraminBank C o Bank of BarodaShivgarh229308RAIBAREILLY,,,,2025-05-23 15:26:21,2025-05-23 19:25:08,0days 03h:58m,RBL LLM GE,C,RFO PENDING,Electricity supply issue,,MPLS VPN LC,WC,0.16582175925925927
MWUE250509317,MPLS2025052302485,1000496255.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.108.70.70,UE,RBL,,BARODA U P BANKGOORHA SHIVGARH ROADNEAR JANTA INTER COLLEGEGOORHA  RAEBARELI 229301RAEBARELI,,,,2025-05-23 15:26:20,2025-05-23 19:25:05,0days 03h:58m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.1657986111111111
MWUE250509318,MPLS2025052302486,1000127382.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.75.26,UE,RBL,RBLHLR,Baroda Uttar pradesh GraminBank C o Bank of BarodaHalor229103RAIBAREILLY,,,,2025-05-23 15:26:20,2025-05-23 19:25:08,0days 03h:58m,RBL LLM GE,C,RFO PENDING,Electricity supply issue,,MPLS VPN LC,WC,0.16583333333333333
MWUE250509315,MPLS2025052302483,1000558739.0,Baroda UP Bank BUPB Care of Bank Of Baroda RRB,2 Mbps,10.109.189.6,UE,RBL,RBLRBL,5837KISHUNPUR RAMCHANDRAKISHUNPUR RAMCHANDRAVILL KISHUNPUR RAMCHANDRA PO RATAPURSADARRAEBARELI,,,,2025-05-23 15:26:19,2025-05-23 18:26:25,0days 03h:00m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.12506944444444446
MWUE250509316,MPLS2025052302484,1000127200.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.73.34,UE,RBL,RBLBGJ,Baroda Uttar pradesh GraminBank C o Bank of BarodaBabuganj229404RAIBAREILLY,,,,2025-05-23 15:26:19,2025-05-24 16:23:55,1days 00h:57m,RBL SSA LLM SALON,C,RFO PENDING,Electricity supply issue,,MPLS VPN LC,WC,1.04
MWUE250509313,MPLS2025052302481,1000127357.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.73.246,UE,RBL,RBLDVP,Baroda Uttar pradesh GraminBank C o Bank of BarodaDevanandpur PO Ratapur229316RAIBAREILLY,,,,2025-05-23 15:26:18,2025-05-23 18:55:08,0days 03h:28m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.14502314814814815
MWUE250509314,MPLS2025052302482,1000127447.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.73.190,UE,RBL,RBLBJP,Baroda Uttar pradesh GraminBank C o Bank of BarodaBhojpur229202RAIBAREILLY,,,,2025-05-23 15:26:18,2025-05-24 16:23:53,1days 00h:57m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,1.039988425925926
MWUE250509278,MPLS2025052302439,1000127383.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.75.46,UE,RBL,RBLHDI,Baroda Uttar pradesh GraminBank C o Bank of BarodaHardoi229123RAIBAREILLY,,,,2025-05-23 15:25:50,2025-05-24 16:23:55,1days 00h:58m,RBL LLM GE,C,RFO PENDING,Copper too much lossy,,MPLS VPN LC,WC,1.040335648148148
MWUE250509279,MPLS2025052302440,1000127450.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.114,UE,RBL,RBLNST,Baroda Uttar pradesh GraminBank C o Bank of BarodaNihastha229208RAIBAREILLY,,,,2025-05-23 15:25:50,2025-05-24 16:23:53,1days 00h:58m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,1.0403125
MWUE250509277,MPLS2025052302438,1000265586.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.77.126,UE,RBL,RBLRBL,Baroda Uttarpradesh Gramin Bank C o Bank of Baroda Paho 229209RAIBAREILLY,,,,2025-05-23 15:25:49,2025-05-24 16:23:53,1days 00h:58m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,1.040324074074074
MAUE250509237,207851,1000274617.0,LIC OF INDIA,2 Mbps,10.249.4.226,UE,RBL,RBLUCH,SO 21UT002 UNCHAHAR  ANSARI PLAZA KABIR CHAURAHA KHOJANPUR UNCHAHAR 535#/00218/18/5311RAIBAREILLY,,,,2025-05-23 14:04:34,2025-05-23 16:03:40,0days 01h:59m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,,MPLS VPN LC,LIC-API,0.08270833333333333
MSUE250509230,INC000047052772,1000065350.0,STATE BANK OF INDIA.,2 Mbps,10.126.41.222,UE,RBL,RBLUCH,State Bank of India UnchaharBranch (4344) P O Unchahar(522#/00807/16/5311)1RAIBAREILLY,,,,2025-05-23 13:49:35,2025-05-23 16:04:25,0days 02h:14m,RBL SSA LLM SALON,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.09363425925925926
MSUE250509229,INC000047052764,1000525463.0,STATE BANK OF INDIA,2 Mbps,10.126.41.122,UE,RBL,RBLUCH,13269 SBI UNACHAHAR MARKET PO O UNCHAHAR MUSTAFABAD UNCHAHAR MARKET DIST RAEBARELI RAIBARAILLY UTTAR PRADesh 229404 PO8006RAIBAREILLY,,,,2025-05-23 13:45:33,2025-05-23 15:29:44,0days 01h:44m,RBL SSA LLM SALON,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.07234953703703703
MSUE250509231,INC000047052949,1000507633.0,STATE BANK OF INDIA,2 Mbps,10.126.48.90,UE,RBL,RBLJAG,SBI BR 16708JAGATPURVILL PO JAGATPURJAGATPURRAEBARELI,,,,2025-05-23 13:45:33,2025-05-28 10:48:25,4days 21h:02m,RBL SSA LLM SALON,C,CLOSED,OFC system fault - WIP,,MPLS VPN LC,SBI-API,4.876990740740741
MSUE250509233,INC000047052952,1000323133.0,STATE BANK OF INDIA,4 Mbps,10.126.48.50,UE,RBL,RBLBGJ,"STATE BANK OF INDIABABUGANJ BRANCH ( 16705 )VILL & PO -BABUGANJ,RAE BARELI - 229401RAIBAREILLY",,,,2025-05-23 13:45:33,2025-05-23 16:36:25,0days 02h:50m,RBL SSA LLM SALON,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.1186574074074074
MSUE250509235,INC000047053035,1000535454.0,STATE BANK OF INDIA,4 Mbps,10.126.45.38,UE,RBL,RBLUMR,16710 SBI STATE BANK OF INDIABR CODE 16710 UMRANVILL AND PO UMRAN RALBAREILLYRAIBAREILLY RAIBAREILLYRAEBARELI UMRAN RAIBAREILLY RBL UE 22900RAIBAREILLY,,,,2025-05-23 13:45:33,2025-05-27 15:59:45,4days 02h:14m,RBL SSA LLM SALON,C,CLOSED,OFC system fault - WIP,,MPLS VPN LC,SBI-API,4.093194444444444
MAUE250509210,592953,1000526517.0,UCO BANK CBS PROJECT IT,2 Mbps,10.241.80.90,UE,RBL,RBLBCN,BACHHRAWAN BRANCHA/21PATEL NAGARRAEBARELI ROADRAEBARELI,,,,2025-05-23 13:12:32,2025-05-23 13:32:17,0days 00h:19m,RBL LLM GE,C,RFO PENDING,Reason not updated,,MPLS VPN LC,UCO-API,0.013715277777777778
MAUE250509104,591296,1000171182.0,UCOBANK,2 Mbps,10.241.34.106,UE,RBL,RBLPSD,Prashadepur C/o Sharda Devi House no 182 ward no 7 JillaBazar Tehsil Salone Distt AmethiRAEBARELI,,,,2025-05-23 10:45:09,2025-05-23 18:46:01,0days 08h:00m,RBL SSA LLM SALON,C,RFO PENDING,Electricity supply issue,,MPLS VPN LC,UCO-API,0.33393518518518517
MWUE250509075,MPLS2025052300236,1000509546.0,DEPARTMENT OF POSTSDOP,2 Mbps,10.16.125.86,UE,RBL,RBLMHJ,POST OFFICEAHARWABHAWANI S.O--229135 RAEBARELIRAEBARELI,,,,2025-05-23 09:55:09,2025-05-23 11:58:15,0days 02h:03m,RBL LLM JAIS,C,RFO PENDING,RF Issue - Vendor pending,,MPLS VPN LC,WC,0.08548611111111111
MWUE250509074,MPLS2025052300233,1000199662.0,DIRECTOR PMU DEPARTMENT OFPOST,2 Mbps,10.16.114.130,UE,RBL,RBLSLN,(UPDS_EAST-0278 & CLASS C &WEG24258)SALON S O--229127SALONRAEBARELIRAEBARELI,,,,2025-05-23 09:55:00,2025-05-23 11:58:15,0days 02h:03m,RBL SSA LLM SALON,C,RFO PENDING,Customer Modem/Router fault,,MPLS VPN LC,WC,0.08559027777777778
MAUE250509029,588539,1000168969.0,UCOBANK,2 Mbps,10.241.33.238,UE,RBL,RBLLGJ,Badouria Complex Near Hanuman Mandir Behta Chauraha P OLalganj ?Dist : RaebareliRAEBARELI,,,,2025-05-22 17:50:15,2025-05-23 12:10:01,0days 18h:19m,RBL LLM LALGANJ,C,RFO PENDING,Fault restored - System updation pending,,MPLS VPN LC,UCO-API,0.7637268518518519
MWUE250508991,MPLS2025052203733,1000127361.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.74.210,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaGarhi Muttawalli POMunshiganj   229405RAIBAREILLY,,,,2025-05-22 16:56:27,2025-05-23 11:58:15,0days 19h:01m,RBL LLM PHONES,C,RFO PENDING,Local lead fault issue - WIP,,MPLS VPN LC,WC,0.7929166666666667
MWUE250508971,MPLS2025052203713,1000127222.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.26,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaKhagipur Sandwa229125RAIBAREILLY,,,,2025-05-22 16:56:17,2025-05-23 11:58:14,0days 19h:01m,RBL SSA LLM SALON,C,RFO PENDING,BSNL End ok - Customer network issue,,MPLS VPN LC,WC,0.7930208333333333
MWUE250508967,MPLS2025052203636,1000550725.0,PUNJAB NATIONAL BANK BHOJPUR BRANCH,2 Mbps,10.91.160.194,UE,RBL,RBLBJP,VILL POST BHOJPUR  BHOJPURRAEBARELI,,,,2025-05-22 16:55:50,2025-05-23 11:58:14,0days 19h:02m,RBL LLM LALGANJ,C,RFO PENDING,Electricity supply issue,,MPLS VPN LC,WC,0.7933333333333333
