Prabal Docket ID,Source Docket ID,LC ID,Customer,Bandwidth,WAN IP,Circle,A-SSA,A-Exchange,A-Address,B-SSA,B-Exchange,B-Address,OpenTime,CloseTime,DownTime,Team,Priority,Status,RFP,RFO,Service Type,Booked in,Resolution_Days
MWUE250511837,MPLS2025053003083,1000096200.0,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.92.250,UE,RBL,RBLTLI,MOHANGANJ PO MOHANGANJ DISTT1RAEBARELI1RAIBAREILLY,,,,2025-05-30 17:29:19,2025-05-31 13:29:07,0days 19h:59m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8331944444444445
MWUE250511834,MPLS2025053003079,1000497951.0,Bank of Baroda Bank,2 Mbps,10.150.102.46,UE,RBL,RBLJAS,BOB 5948 RGIPT  JAIS CAMPUSBRANCH RAJIV GANDHI INSTITUTE OFPETROLEUM TECHNOLOGY   MUBARAKPUR MUKHTIYA  BAHADURPUR  AMETRAIBAREILLY,,,,2025-05-30 17:29:18,2025-05-31 13:29:07,0days 19h:59m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8332060185185185
MWUE250511831,MPLS2025053003076,1000127323.0,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.92.222,UE,RBL,RBLJAS,JAIS BOB JAISBS1RAEBARELI1RAIBAREILLY,,,,2025-05-30 17:29:17,2025-05-31 13:29:06,0days 19h:59m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8332060185185185
MWUE250511833,MPLS2025053003078,1000503100.0,Bank of Baroda Bank,2 Mbps,10.150.102.42,UE,RBL,RBLJAS,BANK OF BARODA 1878BAHADURPUR BRANCHKRISHI UTPADAN MANDI SAMITI COMPOUTEH KRISHI UTPADAN MANDI SRAEBARELI,,,,2025-05-30 17:29:17,2025-05-31 13:29:07,0days 19h:59m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8332175925925925
MWUE250511786,MPLS2025053002713,1000127493.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.206,UE,RBL,RBLRHW,Baroda Uttar pradesh GraminBank C o Bank of BarodaRahawan229303RAIBAREILLY,,,,2025-05-30 15:59:29,2025-05-31 11:32:14,0days 19h:32m,RBL LLM GE,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8144097222222222
MWUE250511768,MPLS2025053002478,1000127222.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.26,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaKhagipur Sandwa229125RAIBAREILLY,,,,2025-05-30 15:31:28,2025-05-31 11:32:14,0days 20h:00m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8338657407407407
MWUE250511765,MPLS2025053002464,1000127383.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.75.46,UE,RBL,RBLHDI,Baroda Uttar pradesh GraminBank C o Bank of BarodaHardoi229123RAIBAREILLY,,,,2025-05-30 15:31:23,2025-05-31 11:32:06,0days 20h:00m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8338310185185185
MWUE250511744,MPLS2025053002270,1000127492.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.246,UE,RBL,RBLMGV,Baroda Uttar pradesh GraminBank C o Bank of Barodamaugarvi229306RAIBAREILLY,,,,2025-05-30 15:29:23,2025-05-31 11:32:14,0days 20h:02m,RBL LLM GE,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8353125
MWUE250511742,MPLS2025053002268,1000127354.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,192.168.99.186,UE,RBL,RBLRBL,Bank of Baroda Makhija MarketStation RoadRaebareli1RAIBAREILLY,,,,2025-05-30 15:29:22,2025-05-31 11:32:14,0days 20h:02m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.835324074074074
MWUE250511740,MPLS2025053002240,1000127501.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.242,UE,RBL,RBLSGH,Baroda Uttar pradesh GraminBank C o Bank of BarodaShivgarh229308RAIBAREILLY,,,,2025-05-30 15:29:13,2025-05-31 11:32:06,0days 20h:02m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8353356481481482
MWUE250511738,MPLS2025053002237,1000127451.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.98,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaSahjaura229122RAIBAREILLY,,,,2025-05-30 15:29:12,2025-05-31 11:32:14,0days 20h:03m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8354398148148148
MWUE250511717,MPLS2025053002130,1000501732.0,SIFY TECHNOLOGIES LIMITED,2 Mbps,10.206.15.134,UE,RBL,RBLJAS,SIFY TECHNOLOGIES LIMITEDCO PUNJAB SINDH BANK J0958KAIS BUILDING NR BUS STANDCHHATRAPATI SHAHUJI MAHARAJ NAGAR 229305RAEBARELI,,,,2025-05-30 15:02:08,2025-05-31 11:32:14,0days 20h:30m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8542361111111111
MWUE250511701,MPLS2025053001867,1000587703.0,Union Bank of India,2 Mbps,,UE,RBL,RBLHRC,UNION BANK OF INDIAHARCHANDPUR BRANCH 569372RAILWAY STATION ROADUP 229303RAEBARELI,,,,2025-05-30 14:29:00,2025-05-31 11:32:14,0days 21h:03m,RBL LLM GE,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8772453703703704
MAUE250511694,609740,1000173198.0,UCOBANK,2 Mbps,10.241.34.18,UE,RBL,RBLSGH,Shivgarh Branch In front of Mahesh Vilas Palace Shivgarh..RAEBARELI,,,,2025-05-30 14:15:52,2025-05-31 19:53:02,1days 05h:37m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,UCO-API,1.2341435185185186
MAUE250511580,609227,1000442428.0,UCO BANKCBS PROJECT IT,2 Mbps,10.241.34.150,UE,RBL,RBLSLN,SALON BRANCHSOL ID 3044POST SALONDISTT RAEBARELIRAEBARELI,,,,2025-05-30 11:40:11,2025-05-30 15:53:49,0days 04h:13m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,UCO-API,0.17613425925925927
MAUE250511579,609158,1000536420.0,UCO BANK CBS PROJECT IT,2 Mbps,10.241.34.118,UE,RBL,RBLRBL,KISHUNPUR RAMCHANDRA BRANCHSOL ID 2960TRIPULA CROSSINGLUCKNOW ROADRAEBARELI,,,,2025-05-30 11:33:07,2025-05-31 11:09:02,0days 23h:35m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,UCO-API,0.983275462962963
MAUE250511575,609120,1000171182.0,UCOBANK,2 Mbps,10.241.34.106,UE,RBL,RBLPSD,Prashadepur C/o Sharda Devi House no 182 ward no 7 JillaBazar Tehsil Salone Distt AmethiRAEBARELI,,,,2025-05-30 11:28:57,2025-05-30 19:37:24,0days 08h:08m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,,MPLS VPN LC,UCO-API,0.3392013888888889
MWUE250511567,MPLS2025053000478,1000228923.0,INDIAN OIL CORPORATIONLIMITED,4 Mbps,172.31.143.238,UE,RBL,RBLFRG,INDAIN OIL CORPORATION LTD.MARKETING DIVISIONFURSATGANJAFS IGRUA AIRFIELD.RAEBARELI,,,,2025-05-30 11:09:28,2025-05-31 11:32:14,1days 00h:22m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,1.0158101851851853
MWUE250511508,MPLS2025053000229,1000199662.0,DIRECTOR PMU DEPARTMENT OFPOST,2 Mbps,10.16.114.130,UE,RBL,RBLSLN,(UPDS_EAST-0278 & CLASS C &WEG24258)SALON S O--229127SALONRAEBARELIRAEBARELI,,,,2025-05-30 10:58:59,2025-05-31 11:32:05,1days 00h:33m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,1.0229861111111112
MAUE250511500,209956,1000245802.0,LIC OF INDIA,2 Mbps,10.249.4.222,UE,RBL,RBLBCH,SO 21UT001 BACHHARANWA NR CENTRAL BANK LUCKNOW RD BACHHRAWAN 535RAIBAREILLY,,,,2025-05-30 10:49:33,2025-05-30 12:33:59,0days 01h:44m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,LIC-API,0.07252314814814814
MSUE250511427,INC000047098348,1000065349.0,STATE BANK OF INDIA.,8 Mbps,10.126.45.154,UE,RBL,RBLRBL,State Bank of India PB Raibareily Branch (161) EcAt Feroj Gandhi P G College(522#/00762/17/535#)RAIBAREILLY,,,,2025-05-29 17:45:43,2025-05-30 11:12:25,0days 17h:26m,RBL LLM PHONES,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.726875
MWUE250511380,MPLS2025052902642,1000358815.0,ALLAHABAD BANKWAN PROJECT,2 Mbps,10.225.12.238,UE,RBL,RBLTLI,MOHANGANJ  BRANCHBRANCH CODE 212090 AMETHIRAEBARELI,,,,2025-05-29 16:39:59,2025-05-30 11:59:40,0days 19h:19m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8053356481481482
MWUE250511318,MPLS2025052902218,1000025753.0,VIJAYA BANKNOW BOB,2 Mbps,10.201.12.158,UE,RBL,RBLGDJ,VIJAYA BANK 7116 (DATA-11416) RAEBARELI BRANCH 1ST FLOOR.SUPER..MARKET..FIROZ..GANDHI..RAEBARELI,,,,2025-05-29 16:37:48,2025-05-30 11:59:40,0days 19h:21m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8068518518518518
MWUE250511279,MPLS2025052901579,1000211386.0,NATIONAL THERMAL POWERCORPORATION,68 Mbps,172.27.96.174,UE,RBL,RBLUCH,NTPC UNCHAHAR PO UNCHAHAR RAIBAREILLY229406.RAEBARELI,,,,2025-05-29 16:35:06,2025-05-30 11:59:40,0days 19h:24m,RBL SSA LLM SALON,B,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8087268518518519
MWUE250511278,MPLS2025052901577,1000296451.0,MANAGERPUNJAB NATIONAL BANK,2 Mbps,10.110.81.154,UE,RBL,RBLMHJ,PUNJAB NATIONAL BANK ATHRETA Maharajganj RBL,,,,2025-05-29 16:35:05,2025-05-30 11:59:40,0days 19h:24m,RBL LLM GE,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8087384259259259
MAUE250511197,209679,1000501683.0,LIC OF INDIA LIC,2 Mbps,10.249.24.114,UE,RBL,RBLJAS,LIC OF INDIA SO 229T002 SO 229T002 JAIS SRI RAM NARAYANYA S O SRI RAJA RAM MAURYAJAIS AMETHI UTTARPRADESH229304RAIBAREILLY,,,,2025-05-29 15:58:17,2025-05-30 16:08:08,1days 00h:09m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,LIC-API,1.0068402777777778
MSUE250511191,INC000047096859,1000065456.0,STATE BANK OF INDIA.,2 Mbps,10.126.47.10,UE,RBL,RBLIHN,State Bank of India InhaunaBranch (11220) P O Inhauna(522#/01944/16/535#)1RAIBAREILLY,,,,2025-05-29 15:33:40,2025-05-30 18:36:25,1days 03h:02m,SUL BA ADMIN TEAM,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,1.1269097222222222
MSUE250511180,INC000047096184,1000065402.0,STATE BANK OF INDIA.,4 Mbps,10.126.42.134,UE,RBL,RBLJAS,State Bank of India JaisBranch (4042) P O Jais(522#/01522/16/5313)1RAIBAREILLY,,,,2025-05-29 14:29:37,2025-05-30 16:16:25,1days 01h:46m,RBL LLM JAIS,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,1.0741666666666667
MSUE250511178,INC000047096171,1000282161.0,STATE BANK OF INDIA,2 Mbps,10.126.48.10,UE,RBL,RBLNSR,"SBI NASEERABAD BR(18417)SBI  NASEERABAD,MAU ROAD,VILL NASIRABAD-229307RAEBARELI",,,,2025-05-29 14:25:44,2025-05-30 16:16:25,1days 01h:50m,RBL LLM JAIS,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,1.076863425925926
MSUE250511179,INC000047096309,1000065459.0,STATE BANK OF INDIA.,2 Mbps,10.126.44.58,UE,RBL,RBLTLI,State Bank of India TiloiBranch (16862) C/o ShriRizwan Ahmed Mohanganj TiloiKalan(Point to Point Circuit   522#/0324RAIBAREILLY,,,,2025-05-29 14:25:44,2025-05-30 16:40:25,1days 02h:14m,RBL LLM JAIS,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,1.0935300925925926
MSUE250511153,INC000047093290,1000535454.0,STATE BANK OF INDIA,4 Mbps,10.126.45.38,UE,RBL,RBLUMR,16710 SBI STATE BANK OF INDIABR CODE 16710 UMRANVILL AND PO UMRAN RALBAREILLYRAIBAREILLY RAIBAREILLYRAEBARELI UMRAN RAIBAREILLY RBL UE 22900RAIBAREILLY,,,,2025-05-29 10:13:42,2025-05-30 15:52:25,1days 05h:38m,RBL SSA LLM SALON,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,1.2352199074074075
MAUE250511088,604253,1000168824.0,UCOBANK,2 Mbps,10.241.34.102,UE,RBL,RBLKRB,Karhiya Bazar C/o Raja C S Singh Plot no 72 KarhiyaKothi Block Salon District AmethiRAEBARELI,,,,2025-05-28 17:30:04,2025-05-30 12:55:10,1days 19h:25m,RBL SSA LLM SALON,C,RFO PENDING,Fault restored - System updation pending,,MPLS VPN LC,UCO-API,1.8090972222222221
MWUE250511050,MPLS2025052803078,1000127493.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.206,UE,RBL,RBLRHW,Baroda Uttar pradesh GraminBank C o Bank of BarodaRahawan229303RAIBAREILLY,,,,2025-05-28 16:59:12,2025-05-28 20:28:46,0days 03h:29m,RBL LLM GE,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.14553240740740742
MAUE250511035,209310,1000245793.0,LIC OF INDIA,2 Mbps,10.249.5.6,UE,RBL,RBLLGJ,SO 229T001 Lalganj SATELITE OFICE GANDHI CHAURAHA LALGANJ 535#/0RAIBAREILLY,,,,2025-05-28 16:07:27,2025-05-28 17:30:50,0days 01h:23m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,,MPLS VPN LC,LIC-API,0.05790509259259259
MWUE250511000,MPLS2025052802738,1000127492.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.246,UE,RBL,RBLMGV,Baroda Uttar pradesh GraminBank C o Bank of Barodamaugarvi229306RAIBAREILLY,,,,2025-05-28 15:32:26,2025-05-28 20:28:46,0days 04h:56m,RBL LLM GE,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.20578703703703705
MWUE250510997,MPLS2025052802734,1000127354.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,192.168.99.186,UE,RBL,RBLRBL,Bank of Baroda Makhija MarketStation RoadRaebareli1RAIBAREILLY,,,,2025-05-28 15:32:25,2025-05-28 20:28:46,0days 04h:56m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.2057986111111111
MWUE250510996,MPLS2025052802718,1000127501.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.242,UE,RBL,RBLSGH,Baroda Uttar pradesh GraminBank C o Bank of BarodaShivgarh229308RAIBAREILLY,,,,2025-05-28 15:32:20,2025-05-28 20:28:45,0days 04h:56m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.2058449074074074
MWUE250510993,MPLS2025052802695,1000127451.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.98,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaSahjaura229122RAIBAREILLY,,,,2025-05-28 15:32:12,2025-05-28 20:28:46,0days 04h:56m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.20594907407407406
MWUE250510976,MPLS2025052802491,1000127222.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.26,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaKhagipur Sandwa229125RAIBAREILLY,,,,2025-05-28 15:29:29,2025-05-28 20:28:46,0days 04h:59m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.20783564814814814
MWUE250510975,MPLS2025052802489,1000127200.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.73.34,UE,RBL,RBLBGJ,Baroda Uttar pradesh GraminBank C o Bank of BarodaBabuganj229404RAIBAREILLY,,,,2025-05-28 15:29:28,2025-05-28 20:28:46,0days 04h:59m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.2078472222222222
MWUE250510972,MPLS2025052802481,1000127383.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.75.46,UE,RBL,RBLHDI,Baroda Uttar pradesh GraminBank C o Bank of BarodaHardoi229123RAIBAREILLY,,,,2025-05-28 15:29:26,2025-05-28 20:28:45,0days 04h:59m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.2078587962962963
MWUE250510973,MPLS2025052802482,1000265586.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.77.126,UE,RBL,RBLRBL,Baroda Uttarpradesh Gramin Bank C o Bank of Baroda Paho 229209RAIBAREILLY,,,,2025-05-28 15:29:26,2025-05-28 20:28:46,0days 04h:59m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.20787037037037037
MWUE250510974,MPLS2025052802483,1000127450.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.114,UE,RBL,RBLNST,Baroda Uttar pradesh GraminBank C o Bank of BarodaNihastha229208RAIBAREILLY,,,,2025-05-28 15:29:26,2025-05-28 20:28:46,0days 04h:59m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.20787037037037037
MWUE250510912,MPLS2025052802262,1000528440.0,Bank of Baroda BOB,2 Mbps,10.150.86.66,UE,RBL,RBLGBG,EDB 8620 SAHJAURA BRANCH SAHJAURA VILLAGE SAHJAURA DISTRICTRAEBARELI 229122 LUCKNOW UPRAEBARELI 229122 LUCKNOW UPRAIBAREILLY,,,,2025-05-28 14:59:20,2025-05-28 20:28:45,0days 05h:29m,RBL LLM GE,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.22876157407407408
MWUE250510883,MPLS2025052802068,1000100916.0,UNION BANK OF INDIA.,2 Mbps,10.90.60.206,UE,RBL,RBLLGJ,Near Behta chauraha LalganjDistRaibarely1RAIBAREILLY,,,,2025-05-28 14:29:39,2025-05-28 20:28:45,0days 05h:59m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.249375
MAUE250510850,604077,1000173198.0,UCOBANK,2 Mbps,10.241.34.18,UE,RBL,RBLSGH,Shivgarh Branch In front of Mahesh Vilas Palace Shivgarh..RAEBARELI,,,,2025-05-28 13:53:39,2025-05-28 14:55:53,0days 01h:02m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,UCO-API,0.04321759259259259
MAUE250510844,603946,1000169779.0,UCOBANK,2 Mbps,10.241.34.54,UE,RBL,RBLRBL,House No-615 Ward no-19 Kanti Niwas Near IDBI BankKachehri RoadRAEBARELI,,,,2025-05-28 13:21:40,2025-05-28 13:31:24,0days 00h:09m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,UCO-API,0.006759259259259259
MAUE250510781,603656,1000173197.0,UCOBANK,2 Mbps,10.241.34.22,UE,RBL,RBLBGJ,Babugang Branch S.N.Siksha Niketan Babuganj.RAEBARELI,,,,2025-05-28 11:56:43,2025-05-28 11:58:00,0days 00h:01m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,,MPLS VPN LC,UCO-API,0.0008912037037037037
MSUE250510791,INC000047083722,1000535455.0,STATE BANK OF INDIA,4 Mbps,10.126.45.34,UE,RBL,RBLRCF,16579 SBI STATE BANK OF INDIA BR CODE 16579RAILWAY COACH FACTORY RAE BARELIKANPUR ROAD VIL PO LALGANJ RAEBARELI KANPUR ROAD VIL PO LALRAIBARAIBAREILLY,,,,2025-05-28 11:49:50,2025-05-29 10:04:25,0days 22h:14m,RBL LLM LALGANJ,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.9267939814814815
MWUE250510675,MPLS2025052703019,1000004800.0,INDIAN BANK.,2 Mbps,10.166.30.30,UE,RBL,RBLRBL,M-16 Amresh Puri Colony Kanpur Road.RAIBAREILLY,,,,2025-05-27 18:58:48,2025-05-28 20:28:45,1days 01h:29m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,1.0624652777777779
MWUE250510626,MPLS2025052702594,1000127584.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.150,UE,RBL,RBLJAG,Baroda Uttar pradesh GraminBank C o Bank of BarodaLaxmanpur PO Jagatpur229402RAIBAREILLY,,,,2025-05-27 16:59:11,2025-05-28 20:28:45,1days 03h:29m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,1.1455324074074074
MAUE250510552,208834,1000245793.0,LIC OF INDIA,2 Mbps,10.249.5.6,UE,RBL,RBLLGJ,SO 229T001 Lalganj SATELITE OFICE GANDHI CHAURAHA LALGANJ 535#/0RAIBAREILLY,,,,2025-05-27 16:06:00,2025-05-27 16:57:43,0days 00h:51m,RBL LLM LALGANJ,C,RFO PENDING,Local lead fault issue - WIP,,MPLS VPN LC,LIC-API,0.03591435185185185
MWUE250510362,MPLS2025052701099,1000296451.0,MANAGERPUNJAB NATIONAL BANK,2 Mbps,10.110.81.154,UE,RBL,RBLMHJ,PUNJAB NATIONAL BANK ATHRETA Maharajganj RBL,,,,2025-05-27 13:28:27,2025-05-27 17:59:07,0days 04h:30m,RBL LLM GE,C,RFO PENDING,Fault restored - System updation pending,,MPLS VPN LC,WC,0.18796296296296297
MWUE250510353,MPLS2025052701066,1000272106.0,MANAGER PNB,2 Mbps,10.110.78.254,UE,RBL,RBLGNT,PUNJAB NATIONAL BANKCURRENCY CHEST RAIBARELIRAEBARELI,,,,2025-05-27 12:58:55,2025-05-27 17:59:07,0days 05h:00m,RBL LLM PHONES,C,RFO PENDING,Customer Modem/Router fault,,MPLS VPN LC,WC,0.20847222222222223
MWUE250510315,MPLS2025052700669,1000446990.0,ALLAHABAD BANKWAN PROJECT,2 Mbps,10.225.19.122,UE,RBL,RBLRBL,SALON BRANCHBR CODE 212092PRATAPGARH ROADSALONRAEBARELI,,,,2025-05-27 11:58:32,2025-05-27 17:59:07,0days 06h:00m,RBL SSA LLM SALON,C,RFO PENDING,OFC cable fault - WIP,,MPLS VPN LC,WC,0.2504050925925926
MWUE250510270,MPLS2025052700143,1000501734.0,SIFY TECHNOLOGIES LIMITED,512 Kbps,10.206.15.138,UE,RBL,RBLJAG,SIFY TECHNOLOGIES LIMITEDCO PUNJAB SINDH BANKJ0959 ALLAHBAD ROADRAI BAREILLY 229402RAEBARELI,,,,2025-05-27 11:27:49,2025-05-27 17:59:06,0days 06h:31m,RBL SSA LLM SALON,C,RFO PENDING,OFC system fault - WIP,,MPLS VPN LC,WC,0.27172453703703703
MAUE250510236,600446,1000526517.0,UCO BANK CBS PROJECT IT,2 Mbps,10.241.80.90,UE,RBL,RBLBCN,BACHHRAWAN BRANCHA/21PATEL NAGARRAEBARELI ROADRAEBARELI,,,,2025-05-27 10:48:14,2025-05-27 11:57:30,0days 01h:09m,RBL LLM GE,C,RFO PENDING,Local lead fault issue - WIP,,MPLS VPN LC,UCO-API,0.048101851851851854
MSUE250510263,INC000047073687,1000323133.0,STATE BANK OF INDIA,4 Mbps,10.126.48.50,UE,RBL,RBLBGJ,"STATE BANK OF INDIABABUGANJ BRANCH ( 16705 )VILL & PO -BABUGANJ,RAE BARELI - 229401RAIBAREILLY",,,,2025-05-27 10:29:39,2025-05-27 14:28:25,0days 03h:58m,RBL SSA LLM SALON,C,CLOSED,OFC system fault - WIP,,MPLS VPN LC,SBI-API,0.16581018518518517
MSUE250510262,INC000047073550,1000431568.0,STATE BANK OFINDIA,4 Mbps,10.126.45.82,UE,RBL,RBLRBL,STATE BANK OF INDIA BR CODE 16863SUCHI AMETHIVILL SUCHI POST AMETHI AMETHIVILL SUCHI POST AMETHI AMETHIRAIBAREILLY,,,,2025-05-27 10:09:42,2025-05-27 13:00:25,0days 02h:50m,RBL LLM PHONES,C,CLOSED,OFC system fault - WIP,,MPLS VPN LC,SBI-API,0.11855324074074074
MSUE250510246,INC000047073000,1000065351.0,STATE BANK OF INDIA.,2 Mbps,10.126.41.242,UE,RBL,RBLSLN,State Bank of India SalonBranch (1095) P O Salon(522#/00912/16/5311)1RAIBAREILLY,,,,2025-05-27 10:01:48,2025-05-27 13:00:25,0days 02h:58m,RBL SSA LLM SALON,C,CLOSED,OFC cable fault - WIP,,MPLS VPN LC,SBI-API,0.12403935185185185
MWUE250510186,MPLS2025052604842,1000096201.0,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",4 Mbps,10.150.92.218,UE,RBL,RBLJAG,JAGATPUR V AND PO JAGATPURDISTTRAEBARELI1RAIBAREILLY,,,,2025-05-26 18:07:09,2025-05-27 13:28:53,0days 19h:21m,RBL SSA LLM SALON,C,RFO PENDING,OFC system fault - WIP,,MPLS VPN LC,WC,0.8067592592592593
MWUE250510178,MPLS2025052604834,1000127306.0,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.94.50,UE,RBL,RBLPSD,Vill Parshadepur Dist1Amethi1RAIBAREILLY,,,,2025-05-26 18:07:07,2025-05-27 13:28:53,0days 19h:21m,RBL SSA LLM SALON,C,RFO PENDING,OFC cable fault - WIP,,MPLS VPN LC,WC,0.8067824074074074
MWUE250510175,MPLS2025052604831,1000127311.0,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.92.6,UE,RBL,RBLDEH,V&P DEEH DISTT RAEBARELI MNSW/oRouter1RAIBAREILLY,,,,2025-05-26 18:07:06,2025-05-27 13:28:53,0days 19h:21m,RBL LLM JAIS,C,RFO PENDING,Fault restored - System updation pending,,MPLS VPN LC,WC,0.8067939814814815
